,id,job_id,company_display_name,location,title,latitude,longitude,redirect_url,description,category_tag,contract_time,created,company_name_clean,token_count_description
238,282,5261527411,littlebigcode,"elsene, brussel hoofdstad",data product owner m/f,50.82768,4.37178,https://www.adzuna.be/details/5261527411?utm_medium=api&utm_source=64e51cf1,"as a product owner/product manager specializing in data and artificial intelligence projects, you will be responsible for managing the product roadmap, defining features, and prioritizing tasks in a data and technology-driven environment. you will work closely with technical teams (data scientists, engineers, etc.) as well as internal stakeholders to ensure that projects meet business requirements and deliver tangible value. main responsibilities: product lifecycle management: define the vision…",unknown,full_time,2025-06-21t13:34:44z,littlebigcode,82
239,283,5248565464,dark light,antwerpen,data analyst stage,51.219728,4.402905,https://www.adzuna.be/details/5248565464?utm_medium=api&utm_source=64e51cf1,"ben jij een enthousiaste student die graag wil bijdragen aan data-analyse en rapportage opstarten met powerbi? onze start-up, gespecialiseerd in project staffing voor data en bi projecten, zoekt een stagiair data-analist om ons team te versterken. dit is een unieke kans om praktijkervaring op te doen in een dynamische omgeving en te werken aan uitdagende bi projecten. ervaring in data-analyse en het opzetten van rapporten in powerbi uitstekende analytische vaardigheden en een oog voor detail st…",scientific-qa-jobs,,2025-06-13t14:57:03z,dark_light,103
240,284,5236119355,dela,"antwerpen (provincie), belgië",marketing intelligence analyst,51.21666,4.41666,https://www.adzuna.be/details/5236119355?utm_medium=api&utm_source=64e51cf1,"als data analyst ben je verantwoordelijk voor het analyseren, structureren en toegankelijk maken van data die voortkomt uit onze crm-, cdp-systemen en uiteenlopende klant- en marktonderzoeken. jouw inzichten ondersteunen de volledige organisatie in het nemen van datagedreven beslissingen. daarnaast speel je een sleutelrol in het analyseren van digitale performantie via o.a. google analytics, met een specifieke focus op performance marketing inzichten & aanbevelingen ter visualisatie. een greep …",pr-advertising-marketing-jobs,,2025-06-06t13:24:49z,dela,96
241,286,5221589235,kpmg,belgië,internship data&ai (lighthouse) (2025-2026),,,https://www.adzuna.be/details/5221589235?utm_medium=api&utm_source=64e51cf1,"general information reference 2025-1149 job title internship data&ai (lighthouse) (2025-2026) function advisory - intern roles & responsibilities important! our internships are only available to students in their final year of a master’s program who are looking for a final mandatory/voluntary internship. thank you for taking this into consideration! welcome to kpmg lighthouse – where innovation meets impact! as kpmg’s hub for data and ai, we turn complex data into powerful insights that drive r…",consultancy-jobs,,2025-05-29t13:08:52z,kpmg,105
242,288,5193552576,technopolis group,"sint-pieters-woluwe, brussel hoofdstad",internship - data science,50.830232,4.430011,https://www.adzuna.be/details/5193552576?utm_medium=api&utm_source=64e51cf1,"introduction technopolis is offering a 5-6 months paid internship at our brussels office. about this job we seek to appoint an enthusiastic intern to gain first-hand insights in applying data science techniques for policy analysis. it is an exciting time to join the growing data science work at technopolis group, where we are deploying new tools across our practice to enhance our policy analysis capacity, from generative ai to reproduceable analytical pipelines. you will mainly focus on develop…",unknown,full_time,2025-05-11t12:55:29z,technopolis_group,94
243,290,5161198089,ingestic srl,belgië,business analyst junior / medior,,,https://www.adzuna.be/details/5161198089?utm_medium=api&utm_source=64e51cf1,"ingestic est à la recherche de : business analyst junior / medior tu es motivé à t'engager dans la transition énergétique par des actions concrètes au cœur des systèmes d'information des acteurs du monde de l’énergie ? ceci est probablement une opportunité pour toi. basée à wavre , ingestic est une entreprise de consultance it à taille humaine active dans le secteur de l’énergie en belgique où nous disposons d’une expertise reconnue. un marché en pleine croissance et en pleine évolution qui off…",unknown,,2025-04-24t23:32:31z,ingestic_srl,103
244,294,4972216399,sirus,"merelbeke, gent",data engineer/analyst/architect,50.945,3.7441,https://www.adzuna.be/details/4972216399?utm_medium=api&utm_source=64e51cf1,your mission as data engineer (/ data analyst) ben jij de data engineer met interesse in iot? wil je als data engineer een impact hebben bij het ontwerpen van dataplatformen? zijn databouwstenen jouw ideale speeltuin? de functie-inhoud van het universum waarin je binnenkort zal rondzweven: je talent vormt de basis van deze functie! deze talenten zullen samen met jou de koers bepalen op het gebied van projecten. je bezit een gave om data te beheren en weet als de beste hoe je data uit verschille…,it-jobs,full_time,2024-12-11t18:06:39z,sirus,107
245,295,5536041391,smals,"sint-gillis, brussel hoofdstad",senior data analytics engineer,50.82513,4.34519,https://www.adzuna.be/land/ad/5536041391?se=cbf_48dv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=7d835eecd69a762562b00c3a8074a9091905da0a,"meer dan 2000 professionals omarmen bij smals elke dag de toekomst door zich in te zetten voor ict for society. hoogtechnologische ict-systemen zorgen voor meer efficiëntie in de belangrijke sociale verantwoordelijkheidsdomeinen van onze klanten zoals werk, gezin en gezondheid. het ehealthplatform, een beveiligd uitwisselingsplatform voor medische informatie, zal papieren doktersbriefjes en doktersvoorschriften op termijn overbodig maken. daarnaast zorgt de ict-service dimona er voor dat de rsz…",unknown,,2025-12-10t11:26:33z,smals,105
246,299,5534613844,smals,belgië,senior data analytics engineer,,,https://www.adzuna.be/land/ad/5534613844?se=cbf_48dv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=eb89c6bb827cbea53cdd2ca85a71fe3b20c67721,"smals réalise des projets ict innovants dans l'e-gouvernement et l'e-santé pour les institutions de la sécurité sociale et des soins de santé. pour smals, ""ict for society"" n'est pas qu'un slogan : tous nos projets profitent à la société. smals contribue au portail de la sécurité sociale et à la plateforme ehealth. les projets novateurs sont notre spécialité : student@work, orgadon, digitalisation des prescriptions médicales, consultation de l'historique de la carrière, transmission plus rapide…",it-jobs,,2025-12-09t16:19:28z,smals,111
247,300,5534610350,smals,"schaarbeek, brussel hoofdstad",senior data analytics engineer,50.85864,4.3686,https://www.adzuna.be/land/ad/5534610350?se=cbf_48dv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=95b7d5ae56892fd9335dd7d86340ef72c3d8cbc0,"smals realiseert innovatieve ict-projecten in e-government en e-health voor instellingen uit de sociale zekerheid en de gezondheidszorg. 'ict for society' is voor smals meer dan een slogan: alle projecten hebben een positieve maatschappelijke impact. zo bouwt smals mee aan het portaal van de sociale zekerheid en het ehealth-platform. grensverleggende projecten zijn ons werkterrein: student@work, orgadon, digitalisering van medische voorschriften, raadpleging van de historiek van je loopbaan, sn…",unknown,,2025-12-09t15:45:43z,smals,106
248,303,5534600015,smals,belgië,senior data analytics engineer,,,https://www.adzuna.be/land/ad/5534600015?se=cbf_48dv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=9123b807c3160b3dc45bca22ac180417257965a4,"smals realiseert innovatieve ict-projecten in e-government en e-health voor instellingen uit de sociale zekerheid en de gezondheidszorg. 'ict for society' is voor smals meer dan een slogan: alle projecten hebben een positieve maatschappelijke impact. zo bouwt smals mee aan het portaal van de sociale zekerheid en het ehealth-platform. grensverleggende projecten zijn ons werkterrein: student@work, orgadon, digitalisering van medische voorschriften, raadpleging van de historiek van je loopbaan, sn…",it-jobs,,2025-12-09t14:58:59z,smals,106
249,305,5534544827,smals,"brussel, brussel hoofdstad",senior data analytics engineer,50.84674,4.35249,https://www.adzuna.be/land/ad/5534544827?se=cbf_48dv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=4b7ae037d915ea147d1bb7edf10907633d22d5a8,"uw rol als senior data analytics engineer maak je deel uit van information delivery services (ids), het data-team dat verantwoordelijk is voor de implementatie van het gemeenschappelijk dataplatform bij een klant die een belangrijke speler is in de sociale zekerheid voor de domeinen werkloosheid, loopbaanonderbreking en tijdskrediet. je combineert een analytische aanpak met technische expertise om schaalbare datamodellen en transformation pipelines te ontwerpen, te bouwen en te onderhouden. je …",it-jobs,,2025-12-09t12:31:58z,smals,97
250,306,5534388744,2 hum bv,belgië,interim manager - data engineer microsoft fabric,,,https://www.adzuna.be/details/5534388744?utm_medium=api&utm_source=64e51cf1,"2 hum ondersteunt organisaties die volop inzetten op duurzaamheid en zo bijdragen aan een hogere levenskwaliteit. samen delen we de ambitie om mee te bouwen aan een duurzame toekomst voor ons allemaal. voor éen van onze klanten, een toonaangevend overheidsbedrijf in brussel, zoeken wij 2 interim managers – data engineer microsoft fabric om het team te versterken. duur van de opdracht: tot 30 september 2026. opstart: 19 januari 2026. sinds enkele jaren streeft onze klant om een volledig datagedr…",unknown,,2025-12-09t06:44:32z,2_hum_bv,110
